"2013-10-14","BenchBookie.java","19589","124978","144567"
"2014-02-05","BenchBookie.java","20163","130787","150950"
"2012-04-03","BenchBookie.java","8321","12876","21197"
"2012-05-09","BenchBookie.java","9134","15399","24533"
"2015-10-06","BenchBookie.java","21009","150285","171294"
"2012-12-24","HierarchicalLedgerManager.java","11212","71202","82414"
"2013-04-04","HierarchicalLedgerManager.java","13294","108021","121315"
"2014-01-17","HierarchicalLedgerManager.java","14468","120555","135023"
"2013-04-04","HierarchicalLedgerManager.java","3159","37896","41055"
"2014-01-17","HierarchicalLedgerManager.java","5306","51403","56709"
"2014-02-21","BookKeeperAdmin.java","14849","120304","135153"
"2012-10-05","BookKeeperAdmin.java","8522","46199","54721"
"2012-11-30","BookKeeperAdmin.java","9745","61199","70944"
"2012-09-03","BookKeeperAdmin.java","6053","36661","42714"
"2013-05-10","BookKeeperAdmin.java","13088","105207","118295"
"2014-04-24","BookKeeperAdmin.java","14860","122287","137147"
"2012-08-19","BookKeeperAdmin.java","5831","30580","36411"
"2012-09-07","BookKeeperAdmin.java","6130","38204","44334"
"2013-02-08","BookKeeperAdmin.java","11785","102055","113840"
"2014-02-05","BookKeeperAdmin.java","14782","119074","133856"
"2014-09-06","BookKeeperAdmin.java","15358","133734","149092"
"2012-08-24","BookKeeperAdmin.java","5833","31474","37307"
"2014-12-06","BookKeeperAdmin.java","15433","134946","150379"
"2013-02-26","BookKeeperAdmin.java","12624","102922","115546"
"2013-08-21","BookKeeperAdmin.java","13314","111308","124622"
"2012-07-18","BookKeeperAdmin.java","4693","17258","21951"
"2012-05-10","BookKeeperAdmin.java","10517","31144","41661"
"2014-02-21","BookKeeperAdmin.java","18356","144438","162794"
"2012-03-31","BookKeeperAdmin.java","9923","28599","38522"
"2011-11-16","BookKeeperAdmin.java","128","863","991"
"2012-10-05","BookKeeperAdmin.java","15089","73393","88482"
"2012-11-30","BookKeeperAdmin.java","15878","87959","103837"
"2012-09-03","BookKeeperAdmin.java","13245","64480","77725"
"2013-05-10","BookKeeperAdmin.java","17716","130462","148178"
"2014-04-24","BookKeeperAdmin.java","18360","146414","164774"
"2012-08-19","BookKeeperAdmin.java","13083","58459","71542"
"2011-11-28","BookKeeperAdmin.java","1465","6875","8340"
"2012-09-07","BookKeeperAdmin.java","13266","65967","79233"
"2013-02-08","BookKeeperAdmin.java","16790","127687","144477"
"2014-02-05","BookKeeperAdmin.java","18324","143243","161567"
"2011-11-18","BookKeeperAdmin.java","1065","3731","4796"
"2014-09-06","BookKeeperAdmin.java","18674","157677","176351"
"2012-08-24","BookKeeperAdmin.java","13085","59353","72438"
"2014-12-06","BookKeeperAdmin.java","18691","158831","177522"
"2013-02-26","BookKeeperAdmin.java","17504","128429","145933"
"2013-08-21","BookKeeperAdmin.java","17917","136538","154455"
"2012-07-18","BookKeeperAdmin.java","12526","45718","58244"
"2014-05-23","BookKeeperClusterTestCase.java","24","354","378"
"2014-12-10","BookKeeperClusterTestCase.java","2611","13843","16454"
"2014-07-24","BookKeeperClusterTestCase.java","723","2327","3050"
"2015-10-06","BookKeeperClusterTestCase.java","3556","18280","21836"
"2014-01-17","HierarchicalLedgerManager.java","2537","13897","16434"
"2014-02-05","BenchBookie.java","2293","7528","9821"
"2015-10-06","BenchBookie.java","5303","29190","34493"
"2014-01-15","InterleavedLedgerStorage.java","14625","118312","132937"
"2013-05-04","InterleavedLedgerStorage.java","13424","106663","120087"
"2012-12-24","InterleavedLedgerStorage.java","11147","69093","80240"
"2012-10-18","InterleavedLedgerStorage.java","9733","52025","61758"
"2013-12-02","InterleavedLedgerStorage.java","14607","117950","132557"
"2015-04-21","InterleavedLedgerStorage.java","15911","139285","155196"
"2014-01-21","InterleavedLedgerStorage.java","14718","119950","134668"
"2013-10-02","InterleavedLedgerStorage.java","13703","113253","126956"
"2012-05-07","InterleavedLedgerStorage.java","478","1218","1696"
"2012-12-18","InterleavedLedgerStorage.java","10762","68600","79362"
"2012-05-25","InterleavedLedgerStorage.java","1333","4037","5370"
"2015-04-21","InterleavedLedgerStorage.java","15900","139103","155003"
"2012-05-09","InterleavedLedgerStorage.java","537","1701","2238"
"2015-10-06","BenchBookie.java","3740","22392","26132"
"2012-09-07","HierarchicalLedgerManagerFactory.java","4844","33268","38112"
"2015-09-15","HierarchicalLedgerManagerFactory.java","15234","134204","149438"
"2013-10-12","CreateNewLogTest.java","5829","52717","58546"
"2014-08-18","ZooKeeperWatcherBase.java","5898","33606","39504"
"2015-07-10","ZooKeeperWatcherBase.java","6633","38681","45314"
"2014-02-05","LedgerRecoveryTest.java","3504","11905","15409"
"2012-03-31","CloseTest.java","11840","31479","43319"
"2012-02-13","BookieFailureTest.java","1609","9986","11595"
"2012-08-13","BookieFailureTest.java","12715","49204","61919"
"2014-07-24","BookieFailureTest.java","18947","146958","165905"
"2012-06-19","BookieFailureTest.java","10733","32344","43077"
"2012-12-20","BookieFailureTest.java","16393","90750","107143"
"2015-09-15","HierarchicalLedgerManagerFactory.java","12707","103253","115960"
"2015-04-21","InterleavedLedgerStorage.java","4012","23699","27711"
"2014-01-21","InterleavedLedgerStorage.java","464","2009","2473"
"2015-04-21","InterleavedLedgerStorage.java","3982","23498","27480"
"2014-04-24","BookieAutoRecoveryTest.java","3767","14876","18643"
"2014-05-09","BookieAutoRecoveryTest.java","3837","15965","19802"
"2014-02-05","BookieAutoRecoveryTest.java","3442","11416","14858"
"2014-05-23","BookieAutoRecoveryTest.java","3843","16301","20144"
"2014-01-15","InterleavedLedgerStorage.java","2351","12799","15150"
"2013-12-02","InterleavedLedgerStorage.java","2271","12375","14646"
"2015-04-21","InterleavedLedgerStorage.java","5302","35437","40739"
"2014-01-21","InterleavedLedgerStorage.java","2775","14768","17543"
"2013-10-02","InterleavedLedgerStorage.java","805","7116","7921"
"2015-04-21","InterleavedLedgerStorage.java","5282","35246","40528"
"2014-03-07","LogMark.java","3789","17493","21282"
"2014-02-21","PerChannelBookieClient.java","11270","104092","115362"
"2014-01-21","PerChannelBookieClient.java","10715","101571","112286"
"2014-07-25","PerChannelBookieClient.java","11758","114997","126755"
"2014-05-27","PerChannelBookieClient.java","11368","107742","119110"
"2013-06-28","PerChannelBookieClient.java","9467","93461","102928"
"2013-10-29","PerChannelBookieClient.java","10592","97885","108477"
"2013-01-10","PerChannelBookieClient.java","7705","54003","61708"
"2012-08-13","PerChannelBookieClient.java","576","6471","7047"
"2014-02-05","PerChannelBookieClient.java","11180","102839","114019"
"2014-01-09","PerChannelBookieClient.java","10610","100034","110644"
"2013-10-22","PerChannelBookieClient.java","10433","96935","107368"
"2012-12-01","PerChannelBookieClient.java","5611","44598","50209"
"2013-08-20","PerChannelBookieClient.java","9526","94695","104221"
"2013-09-11","PerChannelBookieClient.java","9573","95029","104602"
"2015-10-06","PerChannelBookieClient.java","12462","122773","135235"
"2014-01-15","InterleavedLedgerStorage.java","5272","51013","56285"
"2013-05-04","InterleavedLedgerStorage.java","3430","38723","42153"
"2013-12-02","InterleavedLedgerStorage.java","5192","50589","55781"
"2015-04-21","InterleavedLedgerStorage.java","7623","73051","80674"
"2014-01-21","InterleavedLedgerStorage.java","5464","52750","58214"
"2013-10-02","InterleavedLedgerStorage.java","4002","45606","49608"
"2015-04-21","InterleavedLedgerStorage.java","7603","72860","80463"
"2014-07-25","PerChannelBookieClient.java","1566","11983","13549"
"2014-05-27","PerChannelBookieClient.java","516","4068","4584"
"2015-10-06","PerChannelBookieClient.java","3721","21210","24931"
"2014-02-21","PerChannelBookieClient.java","1382","3348","4730"
"2014-07-25","PerChannelBookieClient.java","2864","15247","18111"
"2014-05-27","PerChannelBookieClient.java","1865","7383","9248"
"2014-02-05","PerChannelBookieClient.java","1184","1987","3171"
"2015-10-06","PerChannelBookieClient.java","4836","24291","29127"
"2015-10-06","PerChannelBookieClient.java","2400","9472","11872"
"2013-10-14","BenchBookie.java","14508","115342","129850"
"2014-02-05","BenchBookie.java","15142","121211","136353"
"2012-05-09","BenchBookie.java","918","2628","3546"
"2015-10-06","BenchBookie.java","16188","140909","157097"
"2014-01-15","InterleavedLedgerStorage.java","7660","69055","76715"
"2013-05-04","InterleavedLedgerStorage.java","6070","57017","63087"
"2012-12-24","InterleavedLedgerStorage.java","3115","18769","21884"
"2013-12-02","InterleavedLedgerStorage.java","7581","68632","76213"
"2015-04-21","InterleavedLedgerStorage.java","9669","90751","100420"
"2014-01-21","InterleavedLedgerStorage.java","7840","70780","78620"
"2013-10-02","InterleavedLedgerStorage.java","6524","63782","70306"
"2012-12-18","InterleavedLedgerStorage.java","2494","18040","20534"
"2015-04-21","InterleavedLedgerStorage.java","9649","90560","100209"
"2013-10-12","ServerConfiguration.java","18238","135222","153460"
"2013-06-15","ServerConfiguration.java","18124","132403","150527"
"2012-12-11","ServerConfiguration.java","16209","86580","102789"
"2014-05-09","ServerConfiguration.java","18737","145144","163881"
"2014-03-12","ServerConfiguration.java","18737","143993","162730"
"2014-01-22","ServerConfiguration.java","18490","140609","159099"
"2012-03-29","ServerConfiguration.java","9491","24663","34154"
"2012-02-24","ServerConfiguration.java","1710","10856","12566"
"2014-04-29","ServerConfiguration.java","18737","144503","163240"
"2012-02-15","ServerConfiguration.java","1617","9991","11608"
"2013-02-08","ServerConfiguration.java","16980","125211","142191"
"2013-12-02","ServerConfiguration.java","18351","138205","156556"
"2014-03-07","ServerConfiguration.java","18731","142185","160916"
"2012-02-01","ServerConfiguration.java","1243","7422","8665"
"2012-03-08","ServerConfiguration.java","1901","12128","14029"
"2015-04-21","ServerConfiguration.java","19136","159021","178157"
"2012-09-12","ServerConfiguration.java","13182","63936","77118"
"2012-11-30","ServerConfiguration.java","16039","85454","101493"
"2012-10-18","ServerConfiguration.java","15802","74605","90407"
"2014-09-18","ServerConfiguration.java","19106","155578","174684"
"2014-01-21","ServerConfiguration.java","18369","139473","157842"
"2013-02-19","ServerConfiguration.java","17732","125916","143648"
"2014-01-15","ServerConfiguration.java","18356","138554","156910"
"2013-01-04","ServerConfiguration.java","16668","92738","109406"
"2013-02-19","ServerConfiguration.java","17732","125897","143629"
"2013-01-14","ServerConfiguration.java","16862","94380","111242"
"2014-05-06","ServerConfiguration.java","18737","144550","163287"
"2014-05-15","ServerConfiguration.java","18737","145464","164201"
"2015-01-12","ServerConfiguration.java","19127","157633","176760"
"2015-01-16","ServerConfiguration.java","19127","158571","177698"
"2013-10-22","ServerConfiguration.java","18279","135636","153915"
"2015-04-21","ServerConfiguration.java","19137","159055","178192"
"2013-01-03","ReplicationWorker.java","1615","2811","4426"
"2014-09-06","ReplicationWorker.java","7782","70192","77974"
"2013-12-06","ReplicationWorker.java","5817","51764","57581"
"2014-02-05","ReplicationWorker.java","6786","54980","61766"
"2013-10-02","ReplicationWorker.java","4644","46646","51290"
"2015-04-21","ReplicationWorker.java","8205","73860","82065"
"2014-04-24","ReplicationWorker.java","7017","58346","65363"
"2015-04-21","NullStatsLogger.java","4074","25340","29414"
"2012-12-18","ReplicationWorker.java","3572","22226","25798"
"2013-01-03","ReplicationWorker.java","4885","24735","29620"
"2014-09-06","ReplicationWorker.java","10140","91204","101344"
"2013-12-06","ReplicationWorker.java","8587","73188","81775"
"2014-02-05","ReplicationWorker.java","9346","76194","85540"
"2013-10-02","ReplicationWorker.java","7529","68185","75714"
"2015-04-21","ReplicationWorker.java","10521","94830","105351"
"2014-04-24","ReplicationWorker.java","9473","79456","88929"
"2014-09-06","ReplicationWorker.java","6458","67672","74130"
"2013-12-06","ReplicationWorker.java","4436","49187","53623"
"2014-02-05","ReplicationWorker.java","5425","52423","57848"
"2013-10-02","ReplicationWorker.java","3230","44036","47266"
"2015-04-21","ReplicationWorker.java","6889","71348","78237"
"2014-04-24","ReplicationWorker.java","5685","55818","61503"
"2015-01-13","BookieShell.java","381","2226","2607"
"2014-01-15","InterleavedLedgerStorage.java","112","456","568"
"2015-04-21","InterleavedLedgerStorage.java","4087","24118","28205"
"2014-01-21","InterleavedLedgerStorage.java","568","2457","3025"
"2015-04-21","InterleavedLedgerStorage.java","4061","23921","27982"
"2012-07-23","PerChannelBookieClient.java","12759","44641","57400"
"2014-02-21","PerChannelBookieClient.java","18808","143512","162320"
"2014-01-21","PerChannelBookieClient.java","18492","141230","159722"
"2014-07-25","PerChannelBookieClient.java","19169","154290","173459"
"2014-05-27","PerChannelBookieClient.java","18844","147100","165944"
"2013-06-28","PerChannelBookieClient.java","18229","134105","152334"
"2011-11-18","PerChannelBookieClient.java","717","2005","2722"
"2013-10-29","PerChannelBookieClient.java","18433","137608","156041"
"2013-01-10","PerChannelBookieClient.java","16940","95120","112060"
"2012-05-17","PerChannelBookieClient.java","10849","30806","41655"
"2012-08-13","PerChannelBookieClient.java","13148","50925","64073"
"2014-02-05","PerChannelBookieClient.java","18772","142313","161085"
"2014-01-09","PerChannelBookieClient.java","18441","139747","158188"
"2013-10-22","PerChannelBookieClient.java","18368","136752","155120"
"2012-02-24","PerChannelBookieClient.java","2381","12825","15206"
"2012-04-02","PerChannelBookieClient.java","10040","27476","37516"
"2012-12-01","PerChannelBookieClient.java","16168","87037","103205"
"2013-08-20","PerChannelBookieClient.java","18262","135313","153575"
"2012-05-10","PerChannelBookieClient.java","10664","29913","40577"
"2012-02-01","PerChannelBookieClient.java","1878","7557","9435"
"2012-05-26","PerChannelBookieClient.java","10983","31541","42524"
"2013-09-11","PerChannelBookieClient.java","18282","135620","153902"
"2015-10-06","PerChannelBookieClient.java","19285","161478","180763"
"2014-07-25","PerChannelBookieClient.java","1139","8004","9143"
"2015-10-06","PerChannelBookieClient.java","3432","17369","20801"
"2013-10-14","BenchBookie.java","14162","113286","127448"
"2014-02-05","BenchBookie.java","14805","119164","133969"
"2015-10-06","BenchBookie.java","15890","138901","154791"
"2015-07-10","ZooWorker.java","1878","6218","8096"
"2014-05-09","ServerConfiguration.java","2849","12272","15121"
"2014-03-12","ServerConfiguration.java","2716","10988","13704"
"2014-01-22","ServerConfiguration.java","1456","6591","8047"
"2014-04-29","ServerConfiguration.java","2831","11613","14444"
"2013-12-02","ServerConfiguration.java","761","3631","4392"
"2014-03-07","ServerConfiguration.java","2585","9055","11640"
"2015-04-21","ServerConfiguration.java","4657","27558","32215"
"2014-09-18","ServerConfiguration.java","4140","23628","27768"
"2014-01-21","ServerConfiguration.java","1145","5265","6410"
"2014-01-15","ServerConfiguration.java","867","4081","4948"
"2014-05-06","ServerConfiguration.java","2834","11663","14497"
"2014-05-15","ServerConfiguration.java","2854","12597","15451"
"2015-01-12","ServerConfiguration.java","4591","26113","30704"
"2015-01-16","ServerConfiguration.java","4594","27054","31648"
"2013-10-22","ServerConfiguration.java","244","617","861"
"2015-04-21","ServerConfiguration.java","4667","27601","32268"
"2013-08-13","LedgerMetadataImpl.java","943","7595","8538"
"2013-04-26","LedgerMetadataImpl.java","135","498","633"
"2012-06-19","LedgerLayout.java","10996","29863","40859"
"2012-09-07","LedgerLayout.java","13543","60834","74377"
"2012-09-14","LedgerLayout.java","13866","61818","75684"
"2014-02-21","PerChannelBookieClient.java","3598","12426","16024"
"2014-01-21","PerChannelBookieClient.java","2340","9202","11542"
"2014-07-25","PerChannelBookieClient.java","4603","23848","28451"
"2014-05-27","PerChannelBookieClient.java","3888","16268","20156"
"2013-10-29","PerChannelBookieClient.java","1893","5192","7085"
"2014-02-05","PerChannelBookieClient.java","3424","11089","14513"
"2014-01-09","PerChannelBookieClient.java","1951","7381","9332"
"2013-10-22","PerChannelBookieClient.java","1591","4099","5690"
"2013-08-20","PerChannelBookieClient.java","250","1425","1675"
"2013-09-11","PerChannelBookieClient.java","414","1876","2290"
"2015-10-06","PerChannelBookieClient.java","6202","32519","38721"
"2013-08-13","LedgerMetadataImpl.java","18856","138164","157020"
"2013-03-25","LedgerMetadataImpl.java","18737","131393","150130"
"2013-04-26","LedgerMetadataImpl.java","18736","131755","150491"
"2012-06-27","LedgerMetadataImpl.java","12821","43266","56087"
"2012-09-12","LedgerMetadataImpl.java","14547","68736","83283"
"2012-07-18","LedgerMetadataImpl.java","13966","48121","62087"
"2012-01-17","LedgerMetadataImpl.java","4405","12129","16534"
"2012-07-23","PerChannelBookieClient.java","13977","48197","62174"
"2014-02-21","PerChannelBookieClient.java","19190","146232","165422"
"2014-01-21","PerChannelBookieClient.java","19000","144076","163076"
"2014-07-25","PerChannelBookieClient.java","19397","156856","176253"
"2011-11-17","PerChannelBookieClient.java","2950","5288","8238"
"2014-05-27","PerChannelBookieClient.java","19217","149811","169028"
"2013-06-28","PerChannelBookieClient.java","18831","137045","155876"
"2011-11-18","PerChannelBookieClient.java","3574","7200","10774"
"2013-10-29","PerChannelBookieClient.java","18979","140492","159471"
"2013-01-10","PerChannelBookieClient.java","17741","98259","116000"
"2012-05-17","PerChannelBookieClient.java","12426","34721","47147"
"2012-08-13","PerChannelBookieClient.java","14328","54443","68771"
"2014-02-05","PerChannelBookieClient.java","19158","145037","164195"
"2014-01-09","PerChannelBookieClient.java","18986","142630","161616"
"2013-10-22","PerChannelBookieClient.java","18916","139638","158554"
"2012-02-24","PerChannelBookieClient.java","4737","17519","22256"
"2012-04-02","PerChannelBookieClient.java","11798","31572","43370"
"2012-12-01","PerChannelBookieClient.java","17074","90281","107355"
"2013-08-20","PerChannelBookieClient.java","18859","138248","157107"
"2012-05-10","PerChannelBookieClient.java","12241","33828","46069"
"2012-02-01","PerChannelBookieClient.java","4415","12432","16847"
"2012-05-26","PerChannelBookieClient.java","12557","35453","48010"
"2013-09-11","PerChannelBookieClient.java","18866","138542","157408"
"2015-10-06","PerChannelBookieClient.java","19467","163998","183465"
"2011-10-27","PerChannelBookieClient.java","128","576","704"
"2011-11-16","PerChannelBookieClient.java","2716","4411","7127"
"2013-10-12","ServerConfiguration.java","1526","4231","5757"
"2014-05-09","ServerConfiguration.java","3837","15965","19802"
"2014-03-12","ServerConfiguration.java","3723","14700","18423"
"2014-01-22","ServerConfiguration.java","2594","10434","13028"
"2014-04-29","ServerConfiguration.java","3819","15306","19125"
"2013-12-02","ServerConfiguration.java","1956","7531","9487"
"2014-03-07","ServerConfiguration.java","3637","12812","16449"
"2015-04-21","ServerConfiguration.java","5527","31133","36660"
"2014-09-18","ServerConfiguration.java","5069","27262","32331"
"2014-01-21","ServerConfiguration.java","2302","9127","11429"
"2014-01-15","ServerConfiguration.java","2036","7955","9991"
"2014-05-06","ServerConfiguration.java","3822","15356","19178"
"2014-05-15","ServerConfiguration.java","3842","16290","20132"
"2015-01-12","ServerConfiguration.java","5466","29693","35159"
"2015-01-16","ServerConfiguration.java","5470","30635","36105"
"2013-10-22","ServerConfiguration.java","1756","4834","6590"
"2015-04-21","ServerConfiguration.java","5537","31176","36713"
"2011-11-18","BookieFailureTest.java","2545","5696","8241"
"2012-02-13","BookieFailureTest.java","3724","15252","18976"
"2012-08-13","BookieFailureTest.java","13701","53341","67042"
"2014-07-24","BookieFailureTest.java","19054","150216","169270"
"2012-06-19","BookieFailureTest.java","11948","36710","48658"
"2012-12-20","BookieFailureTest.java","16886","94394","111280"
"2013-08-13","LedgerMetadataImpl.java","834","7123","7957"
"2013-10-12","ServerConfiguration.java","5793","52406","58199"
"2013-06-15","ServerConfiguration.java","4640","48548","53188"
"2014-05-09","ServerConfiguration.java","7200","63236","70436"
"2014-03-12","ServerConfiguration.java","7146","62031","69177"
"2014-01-22","ServerConfiguration.java","6412","58160","64572"
"2014-04-29","ServerConfiguration.java","7186","62581","69767"
"2013-02-08","ServerConfiguration.java","2904","40764","43668"
"2013-12-02","ServerConfiguration.java","6019","55502","61521"
"2014-03-07","ServerConfiguration.java","7076","60159","67235"
"2015-04-21","ServerConfiguration.java","8296","77810","86106"
"2014-09-18","ServerConfiguration.java","7882","73983","81865"
"2014-01-21","ServerConfiguration.java","6131","56864","62995"
"2013-02-19","ServerConfiguration.java","3792","41605","45397"
"2014-01-15","ServerConfiguration.java","6099","55926","62025"
"2013-01-04","ServerConfiguration.java","1990","7689","9679"
"2013-02-19","ServerConfiguration.java","3786","41580","45366"
"2013-01-14","ServerConfiguration.java","2675","9822","12497"
"2014-05-06","ServerConfiguration.java","7186","62628","69814"
"2014-05-15","ServerConfiguration.java","7203","63559","70762"
"2015-01-12","ServerConfiguration.java","8248","76383","84631"
"2015-01-16","ServerConfiguration.java","8250","77323","85573"
"2013-10-22","ServerConfiguration.java","5902","52888","58790"
"2015-04-21","ServerConfiguration.java","8292","77839","86131"
"2012-07-23","PerChannelBookieClient.java","12315","42909","55224"
"2014-02-21","PerChannelBookieClient.java","18731","142147","160878"
"2014-01-21","PerChannelBookieClient.java","18410","139860","158270"
"2014-07-25","PerChannelBookieClient.java","19101","152934","172035"
"2014-05-27","PerChannelBookieClient.java","18770","145738","164508"
"2013-06-28","PerChannelBookieClient.java","18127","132715","150842"
"2013-10-29","PerChannelBookieClient.java","18349","136236","154585"
"2013-01-10","PerChannelBookieClient.java","16822","93714","110536"
"2012-05-17","PerChannelBookieClient.java","10373","29042","39415"
"2012-08-13","PerChannelBookieClient.java","12715","49204","61919"
"2014-02-05","PerChannelBookieClient.java","18694","140947","159641"
"2014-01-09","PerChannelBookieClient.java","18357","138375","156732"
"2013-10-22","PerChannelBookieClient.java","18278","135374","153652"
"2012-02-24","PerChannelBookieClient.java","1764","10920","12684"
"2012-04-02","PerChannelBookieClient.java","9557","25705","35262"
"2012-12-01","PerChannelBookieClient.java","16042","85623","101665"
"2013-08-20","PerChannelBookieClient.java","18161","133924","152085"
"2012-05-10","PerChannelBookieClient.java","10188","28149","38337"
"2012-02-01","PerChannelBookieClient.java","1240","5631","6871"
"2012-05-26","PerChannelBookieClient.java","10528","29798","40326"
"2013-09-11","PerChannelBookieClient.java","18181","134231","152412"
"2015-10-06","PerChannelBookieClient.java","19214","160119","179333"
"2013-08-13","LedgerMetadataImpl.java","11051","99914","110965"
"2013-03-25","LedgerMetadataImpl.java","10596","92807","103403"
"2013-04-26","LedgerMetadataImpl.java","10629","93203","103832"
"2012-09-12","LedgerMetadataImpl.java","3525","27269","30794"
"2012-07-18","LedgerMetadataImpl.java","1835","5545","7380"
"2013-08-13","LedgerMetadataImpl.java","9246","74365","83611"
"2013-03-25","LedgerMetadataImpl.java","8732","67199","75931"
"2013-04-26","LedgerMetadataImpl.java","8778","67608","76386"
"2014-02-21","PerChannelBookieClient.java","1893","7422","9315"
"2014-01-21","PerChannelBookieClient.java","551","4114","4665"
"2014-07-25","PerChannelBookieClient.java","3085","19031","22116"
"2014-05-27","PerChannelBookieClient.java","2318","11399","13717"
"2014-02-05","PerChannelBookieClient.java","1712","6078","7790"
"2014-01-09","PerChannelBookieClient.java","150","2281","2431"
"2015-10-06","PerChannelBookieClient.java","4815","27833","32648"
"2015-04-21","ServerConfiguration.java","2761","16239","19000"
"2014-09-18","ServerConfiguration.java","1975","12040","14015"
"2014-05-15","ServerConfiguration.java","16","336","352"
"2015-01-12","ServerConfiguration.java","2618","14717","17335"
"2015-01-16","ServerConfiguration.java","2626","15663","18289"
"2015-04-21","ServerConfiguration.java","2774","16285","19059"
"2014-05-09","ServerConfiguration.java","136","1287","1423"
"2014-04-29","ServerConfiguration.java","117","627","744"
"2015-04-21","ServerConfiguration.java","2801","17430","20231"
"2014-09-18","ServerConfiguration.java","2047","13263","15310"
"2014-05-06","ServerConfiguration.java","120","677","797"
"2014-05-15","ServerConfiguration.java","149","1620","1769"
"2015-01-12","ServerConfiguration.java","2658","15908","18566"
"2015-01-16","ServerConfiguration.java","2666","16854","19520"
"2015-04-21","ServerConfiguration.java","2814","17476","20290"
"2013-08-13","LedgerMetadataImpl.java","9568","94721","104289"
"2013-03-25","LedgerMetadataImpl.java","9112","87613","96725"
"2013-04-26","LedgerMetadataImpl.java","9145","88009","97154"
"2012-09-12","LedgerMetadataImpl.java","1877","21911","23788"
"2012-08-31","BookieLedgerIndexTest.java","435","3448","3883"
"2013-10-14","BookieLedgerIndexTest.java","10088","83001","93089"
"2012-12-12","BookieLedgerIndexTest.java","5378","32423","37801"
"2013-01-09","IndexCorruptionTest.java","17702","85010","102712"
"2012-03-15","IndexCorruptionTest.java","7409","12126","19535"
"2013-05-09","IndexCorruptionTest.java","18984","119742","138726"
"2013-01-09","IndexCorruptionTest.java","17734","85239","102973"
"2014-04-24","BookKeeperAdmin.java","222","2194","2416"
"2014-09-06","BookKeeperAdmin.java","1995","14916","16911"
"2014-12-06","BookKeeperAdmin.java","2468","16526","18994"
"2013-08-13","LedgerMetadataImpl.java","18526","130110","148636"
"2013-03-25","LedgerMetadataImpl.java","18281","123213","141494"
"2013-04-26","LedgerMetadataImpl.java","18282","123577","141859"
"2012-06-27","LedgerMetadataImpl.java","10603","33324","43927"
